Sample	richness	shannon	simpson	invsimpson
B0	0	0	1	Inf
B1	7	0.958617995796858	0.49296529744182	1.97225159334189
B1-colon	9	1.15541949839223	0.54279759047822	2.1872150696799
B1-d31	5	0.336148089304178	0.133808780685343	1.15447949332852
b1-d33	7	0.915169044399596	0.42090203697622	1.72682354947074
B1-d39	9	1.41229666823893	0.678793429689379	3.11326134777678
B1-d40	9	1.4859202782222	0.710042177463417	3.4487774506371
B1-d48	11	1.38475755377412	0.622808718257577	2.6511747444971
B19	10	1.48942088735022	0.664971688705376	2.98482237556515
B2-d29	2	0.016461174912245	0.00465232728288001	1.00467407259835
b2-d33	7	0.971408867233983	0.486016190765617	1.94558657691878
B2-d39	7	1.25621053473099	0.617167699047114	2.61210978674202
B3	7	1.0154524034504	0.459127659866963	1.84886511252181
B3-d34	7	1.23798261760465	0.65739459396488	2.91880975134844
B3-d39	9	1.31408178238156	0.66408245160082	2.97692098780047
B3-d40	9	1.4718205143228	0.69223206535658	3.24920138661814
B3-d48	10	1.34276980609632	0.609352126571025	2.55985010547309
B4-d29	4	0.164445726972634	0.0582237286669001	1.06182331243543
B4-d34	8	0.961037964705006	0.495980540360423	1.98405037915619
B4-d40	9	1.51103300691335	0.73237653853758	3.73659317660542
B4-d48	9	1.27714610665502	0.57682134233902	2.36306813185538
B5-d29	2	0.0064908495318555	0.00159492607277989	1.00159747392559
b5-d33	6	0.669455795052704	0.31341973176558	1.45649393998979
B5-d39	10	1.46529961129678	0.707681004082432	3.42092034375348
B5-d40	7	1.2882710546597	0.62319933805474	2.65392315087089
B5-d48	11	1.33494588670923	0.58915786740866	2.43402494698539
B6-d29	2	0.0530306615621773	0.0185410519287801	1.01889131681485
b6-d33	6	0.601888056862599	0.273029514025154	1.37557166252634
B6-d34	7	1.12535540525202	0.57858594253064	2.37296308055103
B6-d39	7	1.2373069500876	0.62261625064282	2.64982263201147
B6-d40	7	1.39627783914502	0.663756170496039	2.97403227138841
B6-d48	11	1.41365787471227	0.6210046080549	2.63855450819005
B7-d29	2	0.026209628561403	0.00801541645757986	1.00808018248525
b7-d33	5	0.737955026385137	0.370947648818267	1.58969281033829
B7-d40	7	1.56866169127919	0.75347460661386	4.05637726103806
B7-d48	10	1.46792874692567	0.6493024458799	2.8514598640672
C0	0	0	1	Inf
C1	7	0.835057277511267	0.40123149298654	1.67009451613914
C1-d33	3	0.150095677973244	0.0640146577800601	1.0683927994302
C1-d44	6	1.18926049819405	0.6079366557666	2.55060824917284
C1-d45	5	0.949800084194268	0.496848307124314	1.98747219607799
C1-d53	7	1.30045921732636	0.616527744277425	2.60775058710755
C19	10	1.2147562425271	0.52975517185706	2.12655183035002
C2-colon	8	1.12668863385886	0.53786659054616	2.1638773123584
C2-d33	1	0	0	1
C2-d37	5	1.01148839194493	0.49360612085856	1.97474740748336
C2-d44	6	1.07310934857094	0.52764429040542	2.11704861333907
C2-d45	6	1.30091408986619	0.67054232931964	3.03529129534277
C2-d49	7	1.20675537050408	0.593043791438416	2.45726684827975
C2-d53	7	1.29329307341166	0.61514127934174	2.59835608840981
C3	7	1.39543106531643	0.662994738032586	2.96731271838922
C3-colon	7	1.10309984834418	0.55077452082952	2.22605361086498
C3-d33	4	0.141140162828004	0.05753204272954	1.06104403050069
C3-d44	6	1.12095908310458	0.57261293437714	2.33979940067356
C3-d45	6	1.19665679793955	0.601369040358502	2.50858588830966
C3-d53	7	1.3223765675181	0.639761605258653	2.77593952948298
C4-d33	5	0.94035983043488	0.55341897027406	2.23923528640185
C4-d44	7	1.07669574587342	0.53516522242426	2.15130202868063
C4-d45	4	0.926670781575056	0.532275632626	2.1380113369214
C4-d53	7	1.21454063610774	0.57079221077978	2.32987383993377
C5-d34	5	0.873256983246115	0.454416165073748	1.8328988800322
C5-d44	6	1.13181216619315	0.569864198781235	2.32484716958355
C5-d45	6	1.02815097797242	0.507580559012263	2.0307890322001
C5-d53	7	1.26701133569309	0.60301997192192	2.51901841218903
C6-d33	3	0.40278428550111	0.23464480228194	1.30658288201549
C6-d37	5	0.891497078860123	0.520449521388279	2.08528620990007
C6-d44	6	1.39763504496195	0.7175425799641	3.54035663100265
C6-d49	7	1.01258818874706	0.4746222764777	1.90339246455994
C6-d53	8	1.14544238241818	0.528903189027517	2.12270594219414
C7-d33	4	0.747266199194957	0.49541379273522	1.98182190793664
C7-d38	5	1.11297642533325	0.56076501908098	2.27668570000431
C7-d44	6	1.24697421401148	0.636442742520122	2.75059837047909
C7-d45	6	1.1623087687427	0.574815142899806	2.35191819111364
C7-d53	8	1.41258980860802	0.67566711374808	3.08325193771213
C8-d35	4	0.293460791872878	0.13084679873708	1.1505451496318
C8-d38	5	1.43017605323626	0.74275771275278	3.8873857432272
C8-d44	6	1.35321347330567	0.68240362461966	3.14865054364189
C8-d45	6	1.1818836258653	0.601427197202893	2.50895192291645
C8-d53	7	1.2275911898875	0.58337976854624	2.40026749663737
CONV_MERO1_COLON	3	1.00000919538251	0.6029225294155	2.51840024700468
CONV_MERO1_D0	6	1.16895927970231	0.622449225494699	2.64865037374187
CONV_MERO1_D1	6	0.410992879462498	0.20306760376784	1.25481158091694
CONV_MERO1_D3	3	0.14708527439383	0.0628327156770599	1.0670453575665
CONV_MERO2_COLON	3	1.00728934865451	0.6138152979305	2.58943452353541
CONV_MERO2_D0	7	1.38670821110802	0.68722146027432	3.19715029322997
CONV_MERO2_D3	2	0.0206415792765485	0.00605694475742014	1.00609385489991
CONV_MERO3_COLON	4	0.264445209761282	0.11311238989402	1.12753858392554
CONV_MERO3_D1	5	1.22934807327134	0.65870533365888	2.93001941905682
CONV_MERO3_D3	4	0.392392430938931	0.17835911184584	1.21707672344122
CONV_MERO4_COLON	4	1.29632619379005	0.7012233814423	3.34698211937518
CONV_MERO4_D0	6	0.802302173204274	0.3784373476465	1.6088482733214
CONV_MERO4_D1	3	0.219924639697607	0.100541961351447	1.11178060235307
CONV_MERO4_D3	4	0.70523930092971	0.45743467111162	1.84309602319931
CONV_PBS1_COLON	6	1.29965096055776	0.65994496539138	2.94070046970759
CONV_PBS1_D0	6	0.798246418743832	0.40582340170656	1.68300132127745
CONV_PBS1_D3	8	1.03005115269594	0.47527362497939	1.90575516612963
CONV_PBS2_COLON	6	1.0227883208749	0.548764207105636	2.21613625458587
CONV_PBS2_D1	8	1.35855549266192	0.660054462932961	2.94164767870682
