"","V1","V2","V3","V4","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3","Klebsiella_aerogenes","Klebsiella_pneumoniae","Achromobacter_xylosoxidans","Escherichia_coli","Klebsiella_variicola","Klebsiella_quasipneumoniae","Enterococcus_faecalis","Achromobacter_insuavis","Pedobacter_nutrimenti","Delftia_acidovorans","Paenibacillus_pasadenensis","Acinetobacter_gandensis","Acinetobacter_johnsonii","Clostridium_perfringens","Clostridium_neonatale","Klebsiella_oxytoca","Clostridium_innocuum","Clostridioides_difficile","Clostridium_paraputrificum","Clostridium_sp_7_2_43FAA","Veillonella_parvula","Proteus_mirabilis","Citrobacter_freundii","Klebsiella_michiganensis","Peptoniphilus_harei","Campylobacter_ureolyticus","Varibaculum_cambriense","Finegoldia_magna","Proteus_hauseri","Citrobacter_amalonaticus","Gemella_asaccharolytica","Citrobacter_youngae","Citrobacter_rodentium","Enterococcus_gallinarum","Bacteroides_caecimuris","Bacteroides_thetaiotaomicron","Akkermansia_muciniphila","Lactobacillus_johnsonii","Blautia_coccoides","Clostridium_clostridioforme","Clostridium_aldenense","Lactobacillus_murinus","Parasutterella_excrementihominis","Proteobacteria_bacterium_CAG_139","Turicimonas_muris","Streptococcus_salivarius","Staphylococcus_epidermidis","Veillonella_dispar","Clostridium_asparagiforme","Clostridium_lavalense","Sphingomonas_melonis","Anaerococcus_vaginalis","Bifidobacterium_breve","Clostridium_bolteae","Clostridium_butyricum","Morganella_morganii","Anaerococcus_hydrogenalis","Negativicoccus_succinicivorans","Actinomyces_europaeus","Corynebacterium_simulans","Staphylococcus_warneri","Staphylococcus_aureus","Dermabacter_hominis","Staphylococcus_argenteus","Corynebacterium_striatum","Citrobacter_pasteurii","Aeriscardovia_aeriphila","Streptococcus_thermophilus","Streptococcus_gordonii","Mycobacteroides_abscessus","Lachnospiraceae_bacterium_28_4","Lachnospiraceae_bacterium_A4","Acutalibacter_muris","Anaerotruncus_sp_G3_2012","Dorea_sp_5_2","Lachnospiraceae_bacterium_A2","Clostridium_sp_ASF502","Enterorhabdus_caecimuris","Clostridium_sp_ASF356","Lachnospiraceae_bacterium_M18_1","Oscillibacter_sp_1_3","Bifidobacterium_pseudolongum","Clostridium_cocleatum","Tissierellia_bacterium_S5_A11","Collinsella_SGB47280","Clostridium_tertium","Enterobacter_cloacae_complex","Cutibacterium_acnes","Fusobacterium_nucleatum","Pseudomonas_aeruginosa_group","Ruthenibacterium_lactatiformans","Bifidobacterium_longum","Streptococcus_agalactiae","Cutibacterium_avidum","Actinomyces_sp_HPA0247","Serratia_marcescens","Lactobacillus_paragasseri","Leclercia_adecarboxylata","Staphylococcus_hominis","Actinomyces_radingae","Anaerococcus_prevotii","Bacillus_cereus_group","Burkholderia_contaminans","Lactobacillus_casei_group","shannon","speciesrichness"
"1",-0.544484396310156,-0.23185137499672,0.10030391478301,0.0164082682617697,"GF10_C2_d101","37.02 (11/5/2009)","A","15","GF10","1","D7","5","AM-F0452","AM-R0452","stool","C_4_2","F","yes",NA,"101","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1416376,741051,"52.32021723","",NA,NA,NA,NA,NA,"",NA,"","",96.85893,0,0,0,0,0,1.81701,0,0,0,0,0,0,0.81571,0,0,0,0.50835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16981370367777,4
"2",-0.476437403059835,-0.205341909510918,0.044145230445865,0.0160032058758893,"GF10_C3_d101","37.02 (11/5/2009)","A","12.4","GF10","1","D8","5","AM-F0453","AM-R0453","stool","C_4_3","F","no","11","101","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1886489,984405,"52.18185741","",NA,NA,NA,NA,NA,"",NA,"","",57.27343,0.77435,0,0.06959,0,0,0.98472,0,0,0,0,0,0,0.35353,0,0.27204,0,0.35531,0,0,0,39.41208,0,0,0,0,0,0,0.50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857138168502707,9
"3",-0.543282721360002,-0.23727979404653,0.10044444668169,0.0161273550029163,"GF10_C5_d101","37.02 (11/5/2009)","A","37.6","GF10","1","D9","5","AM-F0454","AM-R0454","stool","C_4_5",NA,"no","11","101","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1145001,253411,"22.13194574","",NA,NA,NA,NA,NA,"",NA,"","",96.84976,0,0,0.28917,0,0,1.49395,0,0,0,0,0,0,1.20562,0,0,0,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174355712156089,5
"4",-0.550827872153403,-0.252654572100002,0.106896341265412,0.0132435263820584,"GF10_C6_d101","37.02 (11/5/2009)","A","12.4","GF10","1","D10","5","AM-F0455","AM-R0455","stool","C_4_6","M","no","10.66","101","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1041368,542726,"52.11663888","",NA,NA,NA,NA,NA,"",NA,"","",99.87219,0,0,0,0,0,0.12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00979247162760953,2
"5",-0.542191249221137,-0.239500047682255,0.102447500960304,0.0153480208714734,"GF10_C8_d101","37.02 (11/5/2009)","A","13.5","GF10","1","D11","5","AM-F0456","AM-R0456","stool","C_4_8","M","no","12.33","101","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",783195,423494,"54.07261282","",NA,NA,NA,NA,NA,"",NA,"","",97.48219,0,0,0.37949,0,0,1.36398,0,0,0,0,0,0,0.61946,0,0,0,0.15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146106278395742,5
"6",-0.430889910499363,-0.0951966008313305,-0.319724822723898,0.217328512877466,"GF14_A1_d32","37.02 (11/5/2009)","A","10.6","GF14","4","B8","8","AM-F0717","AM-R0717","stool","A_1_1","M","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1442313,877949,"60.87090666","",NA,NA,NA,NA,NA,"",NA,"","",50.98175,1.57115,0,0.20032,0,0,2.71973,0,0,0,0,0,0,1.07781,0.27662,40.43131,0.76575,1.65719,0.31836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07401463321182,10
"7",-0.528004954548588,-0.222931242682506,0.099887522664802,0.0197856301772381,"GF14_A1_d94_stool","37.02 (11/5/2009)","A","42.8","GF14","tubes","A05","7","AM-F0606","AM-R0606","stool","A_3_1","M","yes",NA,"94","","ampicillin","10","0","beforeamp","beforeamp",NA,NA,"no","",2657466,1115936,"41.99248457","",NA,NA,NA,NA,NA,"",NA,"","",92.92075,1.15419,0,0.96361,0,0,2.99274,0,0,0,0,0,0,0.87027,0,0,0,0.68133,0.13555,0,0,0.27565,0,0,0,0,0,0.00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370520676473382,9
"8",-0.500318544581546,-0.153122590900496,-0.158266910540271,0.164023595302986,"GF14_A2_d32","37.02 (11/5/2009)","A","12.6","GF14","4","B9","8","AM-F0718","AM-R0718","stool","A_1_2","M","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1211856,860151,"70.97798748","",NA,NA,NA,NA,NA,"",NA,"","",71.28917,0.39124,0,0,0,0,3.23575,0,0,0,0,0,0,0.36995,0,22.78616,0,1.36774,0.05115,0.50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821142186537455,8
"9",0.33492417036308,-0.364174205738671,0.0944995638380956,0.105550410221517,"GF14_A2_d94_stool","37.02 (11/5/2009)","A","81.3","GF14","tubes","A07","7","AM-F0608","AM-R0608","stool","A_3_2","M","yes",NA,"94","","ampicillin","10","0","beforeamp","beforeamp",NA,NA,"no","",842782,489607,"58.09414534","",NA,NA,NA,NA,NA,"",NA,"","",10.11175,0,0,89.80331,0,0,0.08494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334295997591402,3
"10",-0.466600537202256,-0.116911647653125,-0.239328714383615,0.191971911021821,"GF14_A3_d32","37.02 (11/5/2009)","A","18.3","GF14","4","B10","8","AM-F0719","AM-R0719","stool","A_1_3","M","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1213970,753421,"62.06257156","",NA,NA,NA,NA,NA,"",NA,"","",59.7349,0.54249,0,0.11032,0,0,3.46083,0,0,0,0,0,0,1.63987,0.05658,30.4754,0.28614,1.6752,2.01827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05780420770034,10
"11",0.234394068990922,-0.36194118270239,0.0644141424881998,0.12400425464693,"GF14_A4_d32","37.02 (11/5/2009)","A","19.2","GF14","4","B11","8","AM-F0720","AM-R0720","stool","A_1_4","F","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1025563,738783,"72.0368227","",NA,NA,NA,NA,NA,"",NA,"","",16.01241,0.16662,0,65.9366,0,0,0.65815,0,0,0,0,0,0,0,0,0.83648,0,0.44768,0,0,0,15.94207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968606791451526,7
"12",0.359063252811854,-0.343292696123374,0.0854127520928598,0.0966887018282003,"GF14_A4_d94_stool","37.02 (11/5/2009)","A","207","GF14","tubes","A08","7","AM-F0609","AM-R0609","stool","A_3_4","F","yes",NA,"94","","ampicillin","10","0","beforeamp","beforeamp",NA,NA,"no","",2214403,1543254,"69.69165053","",NA,NA,NA,NA,NA,"",NA,"","",7.25304,0.15142,0,91.86665,0,0,0.55803,0,0,0,0,0,0,0,0,0,0,0.17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317905714827625,5
"13",0.205987150961427,-0.380429844356952,0.0855520042181415,0.144065692115791,"GF14_A5_d32","37.02 (11/5/2009)","A","20.1","GF14","4","B12","8","AM-F0721","AM-R0721","stool","A_1_5","M","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1134911,777447,"68.50290463","",NA,NA,NA,NA,NA,"",NA,"","",21.22083,0,0,73.70894,0,0,2.06992,0,0,0,0,0,0,0,0,2.08067,0,0.91964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757768171691947,5
"14",0.370993343759221,-0.338284695443542,0.084657404639753,0.0930052051572824,"GF14_A5_d94_stool","37.02 (11/5/2009)","A","57","GF14","tubes","B04","7","AM-F0617","AM-R0617","stool","A_3_5","F","yes",NA,"94","","ampicillin","10","0","beforeamp","beforeamp",NA,NA,"no","",2381709,1054348,"44.26854834","",NA,NA,NA,NA,NA,"",NA,"","",6.28458,0,0,93.19065,0,0,0.46952,0,0,0,0,0,0,0,0,0,0,0.05525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268935757696562,4
"15",-0.53726134978926,-0.258162318538422,0.105039779711276,0.00959897217035092,"GF14_A6_d94_stool","37.02 (11/5/2009)","A","7.13","GF14","tubes","A11","6","AM-F0516","AM-R0516","stool","A_3_6","M","yes",NA,"94","","ampicillin","10","0","beforeamp","beforeamp",NA,NA,"no","",2355173,1060489,"45.02807225","",NA,NA,NA,NA,NA,"",NA,"","",96.56452,2.10571,0,0.8105,0,0,0.20431,0,0,0,0,0,0,0,0,0,0,0.31496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184873608854178,5
"16",0.290075393645765,-0.360417479134104,0.0974789486181961,0.114825988379137,"GF14_A7_d32","37.02 (11/5/2009)","A","21.1","GF14","4","C1","8","AM-F0722","AM-R0722","stool","A_1_7","F","yes",NA,"32","","ampicillin/probenecid","10","0","beforeamp","beforeamp",NA,NA,"no","",1153798,795731,"68.96623152","",NA,NA,NA,NA,NA,"",NA,"","",13.35421,0,0,84.02281,0,0,1.82126,0,0,0,0,0,0,0.04273,0,0,0,0.75899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528447909833872,5
